ds,y,crop,market
2023-10-15,4411.83,soybean,jaipur
2023-10-16,4460.1,soybean,jaipur
2023-10-17,4517.29,soybean,jaipur
2023-10-18,4426.99,soybean,jaipur
2023-10-19,4331.87,soybean,jaipur
2023-10-20,4315.94,soybean,jaipur
2023-10-21,4327.66,soybean,jaipur
2023-10-22,4247.44,soybean,jaipur
2023-10-23,4321.22,soybean,jaipur
2023-10-24,4361.36,soybean,jaipur
2023-10-25,4241.9,soybean,jaipur
2023-10-26,4269.28,soybean,jaipur
2023-10-27,4238.38,soybean,jaipur
2023-10-28,4229.82,soybean,jaipur
2023-10-29,4282.96,soybean,jaipur
2023-10-30,4249.49,soybean,jaipur
2023-10-31,4259.82,soybean,jaipur
2023-11-01,4237.71,soybean,jaipur
2023-11-02,4356.1,soybean,jaipur
2023-11-03,4439.27,soybean,jaipur
2023-11-04,4448.65,soybean,jaipur
2023-11-05,4520.93,soybean,jaipur
2023-11-06,4429.66,soybean,jaipur
2023-11-07,4539.07,soybean,jaipur
2023-11-08,4453.76,soybean,jaipur
2023-11-09,4571.27,soybean,jaipur
2023-11-10,4635.57,soybean,jaipur
2023-11-11,4579.97,soybean,jaipur
2023-11-12,4645.68,soybean,jaipur
2023-11-13,4517.37,soybean,jaipur
2023-11-14,4533.47,soybean,jaipur
2023-11-15,4476.07,soybean,jaipur
2023-11-16,4509.64,soybean,jaipur
2023-11-17,4500.47,soybean,jaipur
2023-11-18,4462.61,soybean,jaipur
2023-11-19,4409.4,soybean,jaipur
2023-11-20,4382.73,soybean,jaipur
2023-11-21,4404.07,soybean,jaipur
2023-11-22,4353.95,soybean,jaipur
2023-11-23,4280.26,soybean,jaipur
2023-11-24,4224.33,soybean,jaipur
2023-11-25,4285.86,soybean,jaipur
2023-11-26,4237.86,soybean,jaipur
2023-11-27,4268.79,soybean,jaipur
2023-11-28,4297.93,soybean,jaipur
2023-11-29,4324.97,soybean,jaipur
2023-11-30,4313.04,soybean,jaipur
2023-12-01,4491.02,soybean,jaipur
2023-12-02,4325.25,soybean,jaipur
2023-12-03,4487.48,soybean,jaipur
2023-12-04,4439.51,soybean,jaipur
2023-12-05,4439.71,soybean,jaipur
2023-12-06,4534.38,soybean,jaipur
2023-12-07,4500.96,soybean,jaipur
2023-12-08,4501.9,soybean,jaipur
2023-12-09,4660.86,soybean,jaipur
2023-12-10,4452.87,soybean,jaipur
2023-12-11,4565.79,soybean,jaipur
2023-12-12,4589.69,soybean,jaipur
2023-12-13,4650.95,soybean,jaipur
2023-12-14,4540.41,soybean,jaipur
2023-12-15,4692.5,soybean,jaipur
2023-12-16,4567.45,soybean,jaipur
2023-12-17,4371.65,soybean,jaipur
2023-12-18,4395.68,soybean,jaipur
2023-12-19,4461.21,soybean,jaipur
2023-12-20,4357.75,soybean,jaipur
2023-12-21,4424.4,soybean,jaipur
2023-12-22,4345.18,soybean,jaipur
2023-12-23,4283.5,soybean,jaipur
2023-12-24,4279.54,soybean,jaipur
2023-12-25,4367.62,soybean,jaipur
2023-12-26,4203.03,soybean,jaipur
2023-12-27,4370.9,soybean,jaipur
2023-12-28,4377.22,soybean,jaipur
2023-12-29,4309.96,soybean,jaipur
2023-12-30,4265.87,soybean,jaipur
2023-12-31,4392.78,soybean,jaipur
2024-01-01,4357.84,soybean,jaipur
2024-01-02,4325.9,soybean,jaipur
2024-01-03,4540.01,soybean,jaipur
2024-01-04,4412.08,soybean,jaipur
2024-01-05,4404.24,soybean,jaipur
2024-01-06,4523.0,soybean,jaipur
2024-01-07,4522.33,soybean,jaipur
2024-01-08,4622.26,soybean,jaipur
2024-01-09,4529.08,soybean,jaipur
2024-01-10,4533.7,soybean,jaipur
2024-01-11,4570.82,soybean,jaipur
2024-01-12,4556.0,soybean,jaipur
2024-01-13,4544.87,soybean,jaipur
2024-01-14,4529.39,soybean,jaipur
2024-01-15,4501.44,soybean,jaipur
2024-01-16,4444.05,soybean,jaipur
2024-01-17,4484.97,soybean,jaipur
2024-01-18,4390.37,soybean,jaipur
2024-01-19,4425.35,soybean,jaipur
2024-01-20,4429.52,soybean,jaipur
2024-01-21,4290.28,soybean,jaipur
2024-01-22,4437.44,soybean,jaipur
2024-01-23,4247.84,soybean,jaipur
2024-01-24,4234.95,soybean,jaipur
2024-01-25,4295.52,soybean,jaipur
2024-01-26,4287.8,soybean,jaipur
2024-01-27,4270.77,soybean,jaipur
2024-01-28,4320.5,soybean,jaipur
2024-01-29,4302.94,soybean,jaipur
2024-01-30,4420.41,soybean,jaipur
2024-01-31,4324.91,soybean,jaipur
2024-02-01,4304.17,soybean,jaipur
2024-02-02,4345.3,soybean,jaipur
2024-02-03,4426.01,soybean,jaipur
2024-02-04,4450.05,soybean,jaipur
2024-02-05,4455.57,soybean,jaipur
2024-02-06,4415.02,soybean,jaipur
2024-02-07,4535.99,soybean,jaipur
2024-02-08,4589.88,soybean,jaipur
2024-02-09,4487.85,soybean,jaipur
2024-02-10,4583.04,soybean,jaipur
2024-02-11,4522.65,soybean,jaipur
2024-02-12,4583.15,soybean,jaipur
2024-02-13,4468.3,soybean,jaipur
2024-02-14,4426.75,soybean,jaipur
2024-02-15,4439.14,soybean,jaipur
2024-02-16,4340.2,soybean,jaipur
2024-02-17,4356.48,soybean,jaipur
2024-02-18,4377.31,soybean,jaipur
2024-02-19,4320.38,soybean,jaipur
2024-02-20,4247.09,soybean,jaipur
2024-02-21,4236.63,soybean,jaipur
2024-02-22,4248.29,soybean,jaipur
2024-02-23,4232.39,soybean,jaipur
2024-02-24,4225.12,soybean,jaipur
2024-02-25,4199.49,soybean,jaipur
2024-02-26,4138.07,soybean,jaipur
2024-02-27,4154.83,soybean,jaipur
2024-02-28,4229.69,soybean,jaipur
2024-02-29,4267.18,soybean,jaipur
2024-03-01,4280.51,soybean,jaipur
2024-03-02,4227.53,soybean,jaipur
2024-03-03,4280.29,soybean,jaipur
2024-03-04,4247.96,soybean,jaipur
2024-03-05,4258.77,soybean,jaipur
2024-03-06,4360.22,soybean,jaipur
2024-03-07,4447.54,soybean,jaipur
2024-03-08,4391.22,soybean,jaipur
2024-03-09,4498.64,soybean,jaipur
2024-03-10,4387.23,soybean,jaipur
2024-03-11,4394.9,soybean,jaipur
2024-03-12,4329.95,soybean,jaipur
2024-03-13,4351.24,soybean,jaipur
2024-03-14,4285.85,soybean,jaipur
2024-03-15,4243.06,soybean,jaipur
2024-03-16,4236.96,soybean,jaipur
2024-03-17,4277.28,soybean,jaipur
2024-03-18,4202.03,soybean,jaipur
2024-03-19,4185.02,soybean,jaipur
2024-03-20,4206.21,soybean,jaipur
2024-03-21,4071.97,soybean,jaipur
2024-03-22,4138.45,soybean,jaipur
2024-03-23,4161.72,soybean,jaipur
2024-03-24,4152.49,soybean,jaipur
2024-03-25,4120.94,soybean,jaipur
2024-03-26,4086.77,soybean,jaipur
2024-03-27,4058.11,soybean,jaipur
2024-03-28,4096.1,soybean,jaipur
2024-03-29,4204.71,soybean,jaipur
2024-03-30,4146.19,soybean,jaipur
2024-03-31,4146.05,soybean,jaipur
2024-04-01,4206.02,soybean,jaipur
2024-04-02,4202.05,soybean,jaipur
2024-04-03,4236.07,soybean,jaipur
2024-04-04,4233.25,soybean,jaipur
2024-04-05,4244.89,soybean,jaipur
2024-04-06,4340.08,soybean,jaipur
2024-04-07,4191.42,soybean,jaipur
2024-04-08,4333.51,soybean,jaipur
2024-04-09,4284.1,soybean,jaipur
2024-04-10,4203.05,soybean,jaipur
2024-04-11,4246.13,soybean,jaipur
2024-04-12,4284.28,soybean,jaipur
2024-04-13,4273.48,soybean,jaipur
2024-04-14,4286.06,soybean,jaipur
2024-04-15,4263.96,soybean,jaipur
2024-04-16,4106.33,soybean,jaipur
2024-04-17,4182.9,soybean,jaipur
2024-04-18,4172.99,soybean,jaipur
2024-04-19,4116.96,soybean,jaipur
2024-04-20,4106.91,soybean,jaipur
2024-04-21,3950.72,soybean,jaipur
2024-04-22,3984.54,soybean,jaipur
2024-04-23,4101.1,soybean,jaipur
2024-04-24,4002.99,soybean,jaipur
2024-04-25,4138.76,soybean,jaipur
2024-04-26,3949.97,soybean,jaipur
2024-04-27,4115.54,soybean,jaipur
2024-04-28,4010.17,soybean,jaipur
2024-04-29,4109.68,soybean,jaipur
2024-04-30,4067.87,soybean,jaipur
2024-05-01,4114.71,soybean,jaipur
2024-05-02,4166.57,soybean,jaipur
2024-05-03,4125.59,soybean,jaipur
2024-05-04,4227.77,soybean,jaipur
2024-05-05,4191.21,soybean,jaipur
2024-05-06,4234.46,soybean,jaipur
2024-05-07,4093.85,soybean,jaipur
2024-05-08,4230.57,soybean,jaipur
2024-05-09,4323.06,soybean,jaipur
2024-05-10,4290.62,soybean,jaipur
2024-05-11,4294.43,soybean,jaipur
2024-05-12,4236.5,soybean,jaipur
2024-05-13,4308.8,soybean,jaipur
2024-05-14,4211.33,soybean,jaipur
2024-05-15,4134.74,soybean,jaipur
2024-05-16,4191.41,soybean,jaipur
2024-05-17,4167.32,soybean,jaipur
2024-05-18,4123.46,soybean,jaipur
2024-05-19,4040.17,soybean,jaipur
2024-05-20,4053.67,soybean,jaipur
2024-05-21,4094.09,soybean,jaipur
2024-05-22,4027.26,soybean,jaipur
2024-05-23,3908.23,soybean,jaipur
2024-05-24,3948.91,soybean,jaipur
2024-05-25,3946.04,soybean,jaipur
2024-05-26,3947.09,soybean,jaipur
2024-05-27,3883.31,soybean,jaipur
2024-05-28,4119.25,soybean,jaipur
2024-05-29,3987.19,soybean,jaipur
2024-05-30,4014.69,soybean,jaipur
2024-05-31,3978.0,soybean,jaipur
2024-06-01,4159.57,soybean,jaipur
2024-06-02,4134.11,soybean,jaipur
2024-06-03,4145.87,soybean,jaipur
2024-06-04,4172.59,soybean,jaipur
2024-06-05,4241.84,soybean,jaipur
2024-06-06,4199.48,soybean,jaipur
2024-06-07,4128.0,soybean,jaipur
2024-06-08,4172.52,soybean,jaipur
2024-06-09,4170.23,soybean,jaipur
2024-06-10,4254.25,soybean,jaipur
2024-06-11,4279.89,soybean,jaipur
2024-06-12,4294.13,soybean,jaipur
2024-06-13,4104.21,soybean,jaipur
2024-06-14,4205.57,soybean,jaipur
2024-06-15,4112.7,soybean,jaipur
2024-06-16,4281.28,soybean,jaipur
2024-06-17,4170.6,soybean,jaipur
2024-06-18,4163.36,soybean,jaipur
2024-06-19,4091.51,soybean,jaipur
2024-06-20,4049.4,soybean,jaipur
2024-06-21,3991.55,soybean,jaipur
2024-06-22,3971.0,soybean,jaipur
2024-06-23,3955.7,soybean,jaipur
2024-06-24,4035.11,soybean,jaipur
2024-06-25,4094.11,soybean,jaipur
2024-06-26,4001.27,soybean,jaipur
2024-06-27,3998.75,soybean,jaipur
2024-06-28,3978.75,soybean,jaipur
2024-06-29,4099.06,soybean,jaipur
2024-06-30,4180.83,soybean,jaipur
2024-07-01,4212.44,soybean,jaipur
2024-07-02,4246.8,soybean,jaipur
2024-07-03,4221.61,soybean,jaipur
2024-07-04,4229.24,soybean,jaipur
2024-07-05,4317.04,soybean,jaipur
2024-07-06,4203.53,soybean,jaipur
2024-07-07,4253.53,soybean,jaipur
2024-07-08,4379.71,soybean,jaipur
2024-07-09,4228.75,soybean,jaipur
2024-07-10,4282.6,soybean,jaipur
2024-07-11,4310.5,soybean,jaipur
2024-07-12,4266.74,soybean,jaipur
2024-07-13,4307.64,soybean,jaipur
2024-07-14,4307.28,soybean,jaipur
2024-07-15,4226.43,soybean,jaipur
2024-07-16,4252.04,soybean,jaipur
2024-07-17,4100.1,soybean,jaipur
2024-07-18,4119.33,soybean,jaipur
2024-07-19,4239.44,soybean,jaipur
2024-07-20,4196.57,soybean,jaipur
2024-07-21,4006.29,soybean,jaipur
2024-07-22,4067.6,soybean,jaipur
2024-07-23,4073.01,soybean,jaipur
2024-07-24,4091.34,soybean,jaipur
2024-07-25,4147.11,soybean,jaipur
2024-07-26,4192.23,soybean,jaipur
2024-07-27,4112.14,soybean,jaipur
2024-07-28,4195.05,soybean,jaipur
2024-07-29,4195.63,soybean,jaipur
2024-07-30,4187.8,soybean,jaipur
2024-07-31,4125.76,soybean,jaipur
2024-08-01,4305.41,soybean,jaipur
2024-08-02,4311.76,soybean,jaipur
2024-08-03,4326.71,soybean,jaipur
2024-08-04,4274.81,soybean,jaipur
2024-08-05,4455.83,soybean,jaipur
2024-08-06,4370.88,soybean,jaipur
2024-08-07,4308.75,soybean,jaipur
2024-08-08,4303.31,soybean,jaipur
2024-08-09,4409.99,soybean,jaipur
2024-08-10,4404.04,soybean,jaipur
2024-08-11,4327.2,soybean,jaipur
2024-08-12,4361.42,soybean,jaipur
2024-08-13,4352.7,soybean,jaipur
2024-08-14,4301.39,soybean,jaipur
2024-08-15,4231.67,soybean,jaipur
2024-08-16,4299.69,soybean,jaipur
2024-08-17,4270.66,soybean,jaipur
2024-08-18,4235.91,soybean,jaipur
2024-08-19,4142.29,soybean,jaipur
2024-08-20,4102.64,soybean,jaipur
2024-08-21,4172.69,soybean,jaipur
2024-08-22,4217.65,soybean,jaipur
2024-08-23,4227.46,soybean,jaipur
2024-08-24,4211.76,soybean,jaipur
2024-08-25,4169.63,soybean,jaipur
2024-08-26,4169.9,soybean,jaipur
2024-08-27,4237.15,soybean,jaipur
2024-08-28,4264.98,soybean,jaipur
2024-08-29,4355.9,soybean,jaipur
2024-08-30,4299.42,soybean,jaipur
2024-08-31,4334.8,soybean,jaipur
2024-09-01,4499.28,soybean,jaipur
2024-09-02,4498.89,soybean,jaipur
2024-09-03,4389.01,soybean,jaipur
2024-09-04,4538.11,soybean,jaipur
2024-09-05,4410.48,soybean,jaipur
2024-09-06,4457.75,soybean,jaipur
2024-09-07,4467.8,soybean,jaipur
2024-09-08,4479.28,soybean,jaipur
2024-09-09,4510.36,soybean,jaipur
2024-09-10,4469.94,soybean,jaipur
2024-09-11,4481.46,soybean,jaipur
2024-09-12,4405.78,soybean,jaipur
2024-09-13,4426.37,soybean,jaipur
2024-09-14,4386.85,soybean,jaipur
2024-09-15,4282.86,soybean,jaipur
2024-09-16,4363.66,soybean,jaipur
2024-09-17,4322.56,soybean,jaipur
2024-09-18,4261.51,soybean,jaipur
2024-09-19,4265.12,soybean,jaipur
2024-09-20,4259.09,soybean,jaipur
2024-09-21,4265.64,soybean,jaipur
2024-09-22,4379.49,soybean,jaipur
2024-09-23,4406.98,soybean,jaipur
2024-09-24,4156.74,soybean,jaipur
2024-09-25,4353.08,soybean,jaipur
2024-09-26,4402.51,soybean,jaipur
2024-09-27,4365.17,soybean,jaipur
2024-09-28,4457.46,soybean,jaipur
2024-09-29,4527.92,soybean,jaipur
2024-09-30,4391.98,soybean,jaipur
2024-10-01,4504.08,soybean,jaipur
2024-10-02,4631.29,soybean,jaipur
2024-10-03,4479.18,soybean,jaipur
2024-10-04,4560.25,soybean,jaipur
2024-10-05,4556.31,soybean,jaipur
2024-10-06,4647.78,soybean,jaipur
2024-10-07,4658.71,soybean,jaipur
2024-10-08,4599.7,soybean,jaipur
2024-10-09,4584.7,soybean,jaipur
2024-10-10,4475.57,soybean,jaipur
2024-10-11,4631.32,soybean,jaipur
2024-10-12,4513.2,soybean,jaipur
2024-10-13,4502.01,soybean,jaipur
2024-10-14,4539.27,soybean,jaipur
2024-10-15,4472.67,soybean,jaipur
2024-10-16,4494.11,soybean,jaipur
2024-10-17,4451.46,soybean,jaipur
2024-10-18,4412.16,soybean,jaipur
2024-10-19,4404.88,soybean,jaipur
2024-10-20,4317.79,soybean,jaipur
2024-10-21,4368.45,soybean,jaipur
2024-10-22,4438.97,soybean,jaipur
2024-10-23,4338.23,soybean,jaipur
2024-10-24,4361.99,soybean,jaipur
2024-10-25,4371.49,soybean,jaipur
2024-10-26,4451.03,soybean,jaipur
2024-10-27,4545.75,soybean,jaipur
2024-10-28,4526.99,soybean,jaipur
2024-10-29,4406.57,soybean,jaipur
2024-10-30,4591.35,soybean,jaipur
2024-10-31,4559.49,soybean,jaipur
2024-11-01,4637.6,soybean,jaipur
2024-11-02,4623.75,soybean,jaipur
2024-11-03,4602.76,soybean,jaipur
2024-11-04,4659.3,soybean,jaipur
2024-11-05,4646.64,soybean,jaipur
2024-11-06,4689.83,soybean,jaipur
2024-11-07,4620.45,soybean,jaipur
2024-11-08,4598.15,soybean,jaipur
2024-11-09,4686.13,soybean,jaipur
2024-11-10,4688.42,soybean,jaipur
2024-11-11,4637.52,soybean,jaipur
2024-11-12,4545.75,soybean,jaipur
2024-11-13,4515.31,soybean,jaipur
2024-11-14,4493.01,soybean,jaipur
2024-11-15,4555.17,soybean,jaipur
2024-11-16,4438.72,soybean,jaipur
2024-11-17,4513.91,soybean,jaipur
2024-11-18,4485.67,soybean,jaipur
2024-11-19,4508.94,soybean,jaipur
2024-11-20,4494.9,soybean,jaipur
2024-11-21,4467.43,soybean,jaipur
2024-11-22,4363.55,soybean,jaipur
2024-11-23,4489.99,soybean,jaipur
2024-11-24,4479.74,soybean,jaipur
2024-11-25,4473.98,soybean,jaipur
2024-11-26,4593.83,soybean,jaipur
2024-11-27,4537.24,soybean,jaipur
2024-11-28,4544.22,soybean,jaipur
2024-11-29,4662.89,soybean,jaipur
2024-11-30,4605.26,soybean,jaipur
2024-12-01,4619.78,soybean,jaipur
2024-12-02,4610.37,soybean,jaipur
2024-12-03,4643.68,soybean,jaipur
2024-12-04,4659.84,soybean,jaipur
2024-12-05,4740.38,soybean,jaipur
2024-12-06,4650.45,soybean,jaipur
2024-12-07,4598.88,soybean,jaipur
2024-12-08,4706.84,soybean,jaipur
2024-12-09,4639.42,soybean,jaipur
2024-12-10,4653.24,soybean,jaipur
2024-12-11,4701.11,soybean,jaipur
2024-12-12,4608.59,soybean,jaipur
2024-12-13,4660.51,soybean,jaipur
2024-12-14,4546.51,soybean,jaipur
2024-12-15,4579.54,soybean,jaipur
2024-12-16,4470.2,soybean,jaipur
2024-12-17,4485.67,soybean,jaipur
2024-12-18,4412.03,soybean,jaipur
2024-12-19,4407.02,soybean,jaipur
2024-12-20,4433.25,soybean,jaipur
2024-12-21,4371.94,soybean,jaipur
2024-12-22,4458.76,soybean,jaipur
2024-12-23,4443.69,soybean,jaipur
2024-12-24,4488.45,soybean,jaipur
2024-12-25,4422.69,soybean,jaipur
2024-12-26,4556.16,soybean,jaipur
2024-12-27,4635.85,soybean,jaipur
2024-12-28,4650.28,soybean,jaipur
2024-12-29,4699.21,soybean,jaipur
2024-12-30,4621.58,soybean,jaipur
2024-12-31,4622.25,soybean,jaipur
2025-01-01,4687.44,soybean,jaipur
2025-01-02,4662.23,soybean,jaipur
2025-01-03,4589.35,soybean,jaipur
2025-01-04,4734.43,soybean,jaipur
2025-01-05,4675.06,soybean,jaipur
2025-01-06,4600.13,soybean,jaipur
2025-01-07,4640.31,soybean,jaipur
2025-01-08,4639.09,soybean,jaipur
2025-01-09,4629.57,soybean,jaipur
2025-01-10,4605.03,soybean,jaipur
2025-01-11,4651.46,soybean,jaipur
2025-01-12,4476.51,soybean,jaipur
2025-01-13,4510.18,soybean,jaipur
2025-01-14,4442.51,soybean,jaipur
2025-01-15,4534.51,soybean,jaipur
2025-01-16,4412.41,soybean,jaipur
2025-01-17,4406.42,soybean,jaipur
2025-01-18,4469.98,soybean,jaipur
2025-01-19,4477.39,soybean,jaipur
2025-01-20,4483.41,soybean,jaipur
2025-01-21,4315.55,soybean,jaipur
2025-01-22,4441.34,soybean,jaipur
2025-01-23,4443.38,soybean,jaipur
2025-01-24,4443.63,soybean,jaipur
2025-01-25,4471.34,soybean,jaipur
2025-01-26,4561.9,soybean,jaipur
2025-01-27,4572.95,soybean,jaipur
2025-01-28,4589.77,soybean,jaipur
2025-01-29,4575.21,soybean,jaipur
2025-01-30,4709.76,soybean,jaipur
2025-01-31,4580.52,soybean,jaipur
2025-02-01,4527.1,soybean,jaipur
2025-02-02,4609.86,soybean,jaipur
2025-02-03,4630.66,soybean,jaipur
2025-02-04,4696.52,soybean,jaipur
2025-02-05,4588.42,soybean,jaipur
2025-02-06,4629.78,soybean,jaipur
2025-02-07,4502.81,soybean,jaipur
2025-02-08,4620.59,soybean,jaipur
2025-02-09,4538.55,soybean,jaipur
2025-02-10,4490.72,soybean,jaipur
2025-02-11,4593.53,soybean,jaipur
2025-02-12,4505.26,soybean,jaipur
2025-02-13,4360.51,soybean,jaipur
2025-02-14,4385.25,soybean,jaipur
2025-02-15,4518.66,soybean,jaipur
2025-02-16,4458.09,soybean,jaipur
2025-02-17,4386.02,soybean,jaipur
2025-02-18,4225.06,soybean,jaipur
2025-02-19,4396.93,soybean,jaipur
2025-02-20,4291.39,soybean,jaipur
2025-02-21,4407.16,soybean,jaipur
2025-02-22,4307.58,soybean,jaipur
2025-02-23,4391.38,soybean,jaipur
2025-02-24,4349.77,soybean,jaipur
2025-02-25,4387.8,soybean,jaipur
2025-02-26,4465.97,soybean,jaipur
2025-02-27,4383.17,soybean,jaipur
2025-02-28,4608.97,soybean,jaipur
2025-03-01,4442.44,soybean,jaipur
2025-03-02,4456.48,soybean,jaipur
2025-03-03,4563.32,soybean,jaipur
2025-03-04,4607.96,soybean,jaipur
2025-03-05,4521.66,soybean,jaipur
2025-03-06,4477.44,soybean,jaipur
2025-03-07,4476.89,soybean,jaipur
2025-03-08,4456.83,soybean,jaipur
2025-03-09,4511.37,soybean,jaipur
2025-03-10,4467.29,soybean,jaipur
2025-03-11,4467.94,soybean,jaipur
2025-03-12,4435.66,soybean,jaipur
2025-03-13,4430.84,soybean,jaipur
2025-03-14,4332.86,soybean,jaipur
2025-03-15,4285.91,soybean,jaipur
2025-03-16,4308.53,soybean,jaipur
2025-03-17,4273.68,soybean,jaipur
2025-03-18,4271.62,soybean,jaipur
2025-03-19,4204.51,soybean,jaipur
2025-03-20,4270.33,soybean,jaipur
2025-03-21,4167.22,soybean,jaipur
2025-03-22,4210.5,soybean,jaipur
2025-03-23,4304.92,soybean,jaipur
2025-03-24,4193.65,soybean,jaipur
2025-03-25,4330.92,soybean,jaipur
2025-03-26,4216.3,soybean,jaipur
2025-03-27,4229.59,soybean,jaipur
2025-03-28,4258.8,soybean,jaipur
2025-03-29,4371.58,soybean,jaipur
2025-03-30,4428.33,soybean,jaipur
2025-03-31,4480.05,soybean,jaipur
2025-04-01,4493.11,soybean,jaipur
2025-04-02,4487.1,soybean,jaipur
2025-04-03,4402.26,soybean,jaipur
2025-04-04,4404.76,soybean,jaipur
2025-04-05,4491.67,soybean,jaipur
2025-04-06,4518.25,soybean,jaipur
2025-04-07,4369.72,soybean,jaipur
2025-04-08,4479.08,soybean,jaipur
2025-04-09,4279.58,soybean,jaipur
2025-04-10,4380.62,soybean,jaipur
2025-04-11,4325.16,soybean,jaipur
2025-04-12,4290.19,soybean,jaipur
2025-04-13,4273.73,soybean,jaipur
2025-04-14,4196.87,soybean,jaipur
2025-04-15,4242.51,soybean,jaipur
2025-04-16,4198.85,soybean,jaipur
2025-04-17,4228.75,soybean,jaipur
2025-04-18,4251.53,soybean,jaipur
2025-04-19,4163.24,soybean,jaipur
2025-04-20,4109.12,soybean,jaipur
2025-04-21,4095.14,soybean,jaipur
2025-04-22,4260.16,soybean,jaipur
2025-04-23,4267.12,soybean,jaipur
2025-04-24,4247.81,soybean,jaipur
2025-04-25,4223.94,soybean,jaipur
2025-04-26,4289.48,soybean,jaipur
2025-04-27,4341.62,soybean,jaipur
2025-04-28,4261.15,soybean,jaipur
2025-04-29,4320.92,soybean,jaipur
2025-04-30,4280.31,soybean,jaipur
2025-05-01,4352.64,soybean,jaipur
2025-05-02,4459.08,soybean,jaipur
2025-05-03,4443.01,soybean,jaipur
2025-05-04,4395.3,soybean,jaipur
2025-05-05,4238.33,soybean,jaipur
2025-05-06,4343.38,soybean,jaipur
2025-05-07,4372.71,soybean,jaipur
2025-05-08,4337.97,soybean,jaipur
2025-05-09,4330.25,soybean,jaipur
2025-05-10,4317.1,soybean,jaipur
2025-05-11,4247.46,soybean,jaipur
2025-05-12,4248.32,soybean,jaipur
2025-05-13,4212.49,soybean,jaipur
2025-05-14,4155.25,soybean,jaipur
2025-05-15,4271.06,soybean,jaipur
2025-05-16,4122.28,soybean,jaipur
2025-05-17,4007.76,soybean,jaipur
2025-05-18,4218.06,soybean,jaipur
2025-05-19,4067.12,soybean,jaipur
2025-05-20,4162.56,soybean,jaipur
2025-05-21,4080.73,soybean,jaipur
2025-05-22,4160.05,soybean,jaipur
2025-05-23,4141.64,soybean,jaipur
2025-05-24,4219.13,soybean,jaipur
2025-05-25,4175.59,soybean,jaipur
2025-05-26,4176.89,soybean,jaipur
2025-05-27,4253.9,soybean,jaipur
2025-05-28,4245.62,soybean,jaipur
2025-05-29,4186.32,soybean,jaipur
2025-05-30,4282.86,soybean,jaipur
2025-05-31,4493.96,soybean,jaipur
2025-06-01,4252.07,soybean,jaipur
2025-06-02,4376.72,soybean,jaipur
2025-06-03,4355.97,soybean,jaipur
2025-06-04,4470.61,soybean,jaipur
2025-06-05,4303.18,soybean,jaipur
2025-06-06,4359.2,soybean,jaipur
2025-06-07,4375.85,soybean,jaipur
2025-06-08,4308.56,soybean,jaipur
2025-06-09,4253.25,soybean,jaipur
2025-06-10,4269.02,soybean,jaipur
2025-06-11,4226.88,soybean,jaipur
2025-06-12,4200.45,soybean,jaipur
2025-06-13,4243.78,soybean,jaipur
2025-06-14,4192.08,soybean,jaipur
2025-06-15,4180.99,soybean,jaipur
2025-06-16,4153.82,soybean,jaipur
2025-06-17,4178.44,soybean,jaipur
2025-06-18,4192.83,soybean,jaipur
2025-06-19,4106.48,soybean,jaipur
2025-06-20,4174.19,soybean,jaipur
2025-06-21,4070.15,soybean,jaipur
2025-06-22,4034.83,soybean,jaipur
2025-06-23,4280.78,soybean,jaipur
2025-06-24,4186.97,soybean,jaipur
2025-06-25,4246.54,soybean,jaipur
2025-06-26,4193.85,soybean,jaipur
2025-06-27,4219.95,soybean,jaipur
2025-06-28,4278.17,soybean,jaipur
2025-06-29,4378.0,soybean,jaipur
2025-06-30,4336.2,soybean,jaipur
2025-07-01,4363.94,soybean,jaipur
2025-07-02,4354.39,soybean,jaipur
2025-07-03,4467.04,soybean,jaipur
2025-07-04,4452.68,soybean,jaipur
2025-07-05,4374.67,soybean,jaipur
2025-07-06,4429.96,soybean,jaipur
2025-07-07,4365.01,soybean,jaipur
2025-07-08,4341.92,soybean,jaipur
2025-07-09,4336.46,soybean,jaipur
2025-07-10,4351.01,soybean,jaipur
2025-07-11,4241.87,soybean,jaipur
2025-07-12,4293.93,soybean,jaipur
2025-07-13,4380.27,soybean,jaipur
2025-07-14,4231.9,soybean,jaipur
2025-07-15,4206.12,soybean,jaipur
2025-07-16,4186.13,soybean,jaipur
2025-07-17,4208.62,soybean,jaipur
2025-07-18,4090.76,soybean,jaipur
2025-07-19,4275.59,soybean,jaipur
2025-07-20,4244.4,soybean,jaipur
2025-07-21,4168.83,soybean,jaipur
2025-07-22,4224.82,soybean,jaipur
2025-07-23,4215.5,soybean,jaipur
2025-07-24,4289.06,soybean,jaipur
2025-07-25,4304.77,soybean,jaipur
2025-07-26,4343.99,soybean,jaipur
2025-07-27,4304.91,soybean,jaipur
2025-07-28,4363.9,soybean,jaipur
2025-07-29,4480.05,soybean,jaipur
2025-07-30,4410.99,soybean,jaipur
2025-07-31,4314.1,soybean,jaipur
2025-08-01,4465.47,soybean,jaipur
2025-08-02,4615.27,soybean,jaipur
2025-08-03,4532.59,soybean,jaipur
2025-08-04,4451.43,soybean,jaipur
2025-08-05,4473.05,soybean,jaipur
2025-08-06,4500.6,soybean,jaipur
2025-08-07,4349.81,soybean,jaipur
2025-08-08,4379.2,soybean,jaipur
2025-08-09,4425.78,soybean,jaipur
2025-08-10,4468.01,soybean,jaipur
